id,name,census-geoid,validFrom,validThrough
ocd-division/country:us/state:mi/sldu:22,Michigan State Senate district 22,sldu-26022,,
ocd-division/country:us/state:mi/sldu:23,Michigan State Senate district 23,sldu-26023,,
ocd-division/country:us/state:mi/sldu:24,Michigan State Senate district 24,sldu-26024,,
ocd-division/country:us/state:mi/sldu:25,Michigan State Senate district 25,sldu-26025,,
ocd-division/country:us/state:mi/sldu:26,Michigan State Senate district 26,sldu-26026,,
ocd-division/country:us/state:mi/sldu:27,Michigan State Senate district 27,sldu-26027,,
ocd-division/country:us/state:mi/sldu:28,Michigan State Senate district 28,sldu-26028,,
ocd-division/country:us/state:mi/sldu:29,Michigan State Senate district 29,sldu-26029,,
ocd-division/country:us/state:mi/sldu:30,Michigan State Senate district 30,sldu-26030,,
ocd-division/country:us/state:mi/sldu:31,Michigan State Senate district 31,sldu-26031,,
ocd-division/country:us/state:mi/sldu:32,Michigan State Senate district 32,sldu-26032,,
ocd-division/country:us/state:mi/sldu:33,Michigan State Senate district 33,sldu-26033,,
ocd-division/country:us/state:mi/sldu:34,Michigan State Senate district 34,sldu-26034,,
ocd-division/country:us/state:mi/sldu:35,Michigan State Senate district 35,sldu-26035,,
ocd-division/country:us/state:mi/sldu:36,Michigan State Senate district 36,sldu-26036,,
ocd-division/country:us/state:mi/sldu:37,Michigan State Senate district 37,sldu-26037,,
ocd-division/country:us/state:mi/sldu:38,Michigan State Senate district 38,sldu-26038,,
ocd-division/country:us/state:mn/sldu:1,Minnesota State Senate district 1,sldu-27001,,
ocd-division/country:us/state:mn/sldu:2,Minnesota State Senate district 2,sldu-27002,,
ocd-division/country:us/state:mn/sldu:3,Minnesota State Senate district 3,sldu-27003,,
ocd-division/country:us/state:mn/sldu:4,Minnesota State Senate district 4,sldu-27004,,
ocd-division/country:us/state:mn/sldu:5,Minnesota State Senate district 5,sldu-27005,,
ocd-division/country:us/state:mn/sldu:6,Minnesota State Senate district 6,sldu-27006,,
ocd-division/country:us/state:mn/sldu:7,Minnesota State Senate district 7,sldu-27007,,
ocd-division/country:us/state:mn/sldu:8,Minnesota State Senate district 8,sldu-27008,,
ocd-division/country:us/state:mn/sldu:9,Minnesota State Senate district 9,sldu-27009,,
ocd-division/country:us/state:mn/sldu:10,Minnesota State Senate district 10,sldu-27010,,
ocd-division/country:us/state:mn/sldu:11,Minnesota State Senate district 11,sldu-27011,,
ocd-division/country:us/state:mn/sldu:12,Minnesota State Senate district 12,sldu-27012,,
ocd-division/country:us/state:mn/sldu:13,Minnesota State Senate district 13,sldu-27013,,
ocd-division/country:us/state:mn/sldu:14,Minnesota State Senate district 14,sldu-27014,,
ocd-division/country:us/state:mn/sldu:15,Minnesota State Senate district 15,sldu-27015,,
ocd-division/country:us/state:mn/sldu:16,Minnesota State Senate district 16,sldu-27016,,
ocd-division/country:us/state:mn/sldu:17,Minnesota State Senate district 17,sldu-27017,,
ocd-division/country:us/state:mn/sldu:18,Minnesota State Senate district 18,sldu-27018,,
ocd-division/country:us/state:mn/sldu:19,Minnesota State Senate district 19,sldu-27019,,
ocd-division/country:us/state:mn/sldu:20,Minnesota State Senate district 20,sldu-27020,,
ocd-division/country:us/state:mn/sldu:21,Minnesota State Senate district 21,sldu-27021,,
ocd-division/country:us/state:mn/sldu:22,Minnesota State Senate district 22,sldu-27022,,
ocd-division/country:us/state:mn/sldu:23,Minnesota State Senate district 23,sldu-27023,,
ocd-division/country:us/state:mn/sldu:24,Minnesota State Senate district 24,sldu-27024,,
ocd-division/country:us/state:mn/sldu:25,Minnesota State Senate district 25,sldu-27025,,
ocd-division/country:us/state:mn/sldu:26,Minnesota State Senate district 26,sldu-27026,,
ocd-division/country:us/state:mn/sldu:27,Minnesota State Senate district 27,sldu-27027,,
ocd-division/country:us/state:mn/sldu:28,Minnesota State Senate district 28,sldu-27028,,
ocd-division/country:us/state:mn/sldu:29,Minnesota State Senate district 29,sldu-27029,,
ocd-division/country:us/state:mn/sldu:30,Minnesota State Senate district 30,sldu-27030,,
ocd-division/country:us/state:mn/sldu:31,Minnesota State Senate district 31,sldu-27031,,
ocd-division/country:us/state:mn/sldu:32,Minnesota State Senate district 32,sldu-27032,,
ocd-division/country:us/state:mn/sldu:33,Minnesota State Senate district 33,sldu-27033,,
ocd-division/country:us/state:mn/sldu:34,Minnesota State Senate district 34,sldu-27034,,
ocd-division/country:us/state:mn/sldu:35,Minnesota State Senate district 35,sldu-27035,,
ocd-division/country:us/state:mn/sldu:36,Minnesota State Senate district 36,sldu-27036,,
ocd-division/country:us/state:mn/sldu:37,Minnesota State Senate district 37,sldu-27037,,
ocd-division/country:us/state:mn/sldu:38,Minnesota State Senate district 38,sldu-27038,,
ocd-division/country:us/state:mn/sldu:39,Minnesota State Senate district 39,sldu-27039,,
ocd-division/country:us/state:mn/sldu:40,Minnesota State Senate district 40,sldu-27040,,
ocd-division/country:us/state:mn/sldu:41,Minnesota State Senate district 41,sldu-27041,,
ocd-division/country:us/state:mn/sldu:42,Minnesota State Senate district 42,sldu-27042,,
ocd-division/country:us/state:mn/sldu:43,Minnesota State Senate district 43,sldu-27043,,
ocd-division/country:us/state:mn/sldu:44,Minnesota State Senate district 44,sldu-27044,,
ocd-division/country:us/state:mn/sldu:45,Minnesota State Senate district 45,sldu-27045,,
ocd-division/country:us/state:mn/sldu:46,Minnesota State Senate district 46,sldu-27046,,
ocd-division/country:us/state:mn/sldu:47,Minnesota State Senate district 47,sldu-27047,,
ocd-division/country:us/state:mn/sldu:48,Minnesota State Senate district 48,sldu-27048,,
ocd-division/country:us/state:mn/sldu:49,Minnesota State Senate district 49,sldu-27049,,
ocd-division/country:us/state:mn/sldu:50,Minnesota State Senate district 50,sldu-27050,,
ocd-division/country:us/state:mn/sldu:51,Minnesota State Senate district 51,sldu-27051,,
ocd-division/country:us/state:mn/sldu:52,Minnesota State Senate district 52,sldu-27052,,
ocd-division/country:us/state:mn/sldu:53,Minnesota State Senate district 53,sldu-27053,,
ocd-division/country:us/state:mn/sldu:54,Minnesota State Senate district 54,sldu-27054,,
ocd-division/country:us/state:mn/sldu:55,Minnesota State Senate district 55,sldu-27055,,
ocd-division/country:us/state:mn/sldu:56,Minnesota State Senate district 56,sldu-27056,,
ocd-division/country:us/state:mn/sldu:57,Minnesota State Senate district 57,sldu-27057,,
ocd-division/country:us/state:mn/sldu:58,Minnesota State Senate district 58,sldu-27058,,
ocd-division/country:us/state:mn/sldu:59,Minnesota State Senate district 59,sldu-27059,,
ocd-division/country:us/state:mn/sldu:60,Minnesota State Senate district 60,sldu-27060,,
ocd-division/country:us/state:mn/sldu:61,Minnesota State Senate district 61,sldu-27061,,
ocd-division/country:us/state:mn/sldu:62,Minnesota State Senate district 62,sldu-27062,,
ocd-division/country:us/state:mn/sldu:63,Minnesota State Senate district 63,sldu-27063,,
ocd-division/country:us/state:mn/sldu:64,Minnesota State Senate district 64,sldu-27064,,
ocd-division/country:us/state:mn/sldu:65,Minnesota State Senate district 65,sldu-27065,,
ocd-division/country:us/state:mn/sldu:66,Minnesota State Senate district 66,sldu-27066,,
ocd-division/country:us/state:mn/sldu:67,Minnesota State Senate district 67,sldu-27067,,
ocd-division/country:us/state:ms/sldu:1,Mississippi State Senate district 1,sldu-28001,,
ocd-division/country:us/state:ms/sldu:2,Mississippi State Senate district 2,sldu-28002,,
ocd-division/country:us/state:ms/sldu:3,Mississippi State Senate district 3,sldu-28003,,
ocd-division/country:us/state:ms/sldu:4,Mississippi State Senate district 4,sldu-28004,,
ocd-division/country:us/state:ms/sldu:5,Mississippi State Senate district 5,sldu-28005,,
ocd-division/country:us/state:ms/sldu:6,Mississippi State Senate district 6,sldu-28006,,
ocd-division/country:us/state:ms/sldu:7,Mississippi State Senate district 7,sldu-28007,,
ocd-division/country:us/state:ms/sldu:8,Mississippi State Senate district 8,sldu-28008,,
ocd-division/country:us/state:ms/sldu:9,Mississippi State Senate district 9,sldu-28009,,
ocd-division/country:us/state:ms/sldu:10,Mississippi State Senate district 10,sldu-28010,,
ocd-division/country:us/state:ms/sldu:11,Mississippi State Senate district 11,sldu-28011,,
ocd-division/country:us/state:ms/sldu:12,Mississippi State Senate district 12,sldu-28012,,
ocd-division/country:us/state:ms/sldu:13,Mississippi State Senate district 13,sldu-28013,,
ocd-division/country:us/state:ms/sldu:14,Mississippi State Senate district 14,sldu-28014,,
ocd-division/country:us/state:ms/sldu:15,Mississippi State Senate district 15,sldu-28015,,
ocd-division/country:us/state:ms/sldu:16,Mississippi State Senate district 16,sldu-28016,,
ocd-division/country:us/state:ms/sldu:17,Mississippi State Senate district 17,sldu-28017,,
ocd-division/country:us/state:ms/sldu:18,Mississippi State Senate district 18,sldu-28018,,
ocd-division/country:us/state:ms/sldu:19,Mississippi State Senate district 19,sldu-28019,,
ocd-division/country:us/state:ms/sldu:20,Mississippi State Senate district 20,sldu-28020,,
ocd-division/country:us/state:ms/sldu:21,Mississippi State Senate district 21,sldu-28021,,
ocd-division/country:us/state:ms/sldu:22,Mississippi State Senate district 22,sldu-28022,,
ocd-division/country:us/state:ms/sldu:23,Mississippi State Senate district 23,sldu-28023,,
ocd-division/country:us/state:ms/sldu:24,Mississippi State Senate district 24,sldu-28024,,
ocd-division/country:us/state:ms/sldu:25,Mississippi State Senate district 25,sldu-28025,,
ocd-division/country:us/state:ms/sldu:26,Mississippi State Senate district 26,sldu-28026,,
ocd-division/country:us/state:ms/sldu:27,Mississippi State Senate district 27,sldu-28027,,
ocd-division/country:us/state:ms/sldu:28,Mississippi State Senate district 28,sldu-28028,,
ocd-division/country:us/state:ms/sldu:29,Mississippi State Senate district 29,sldu-28029,,
ocd-division/country:us/state:ms/sldu:30,Mississippi State Senate district 30,sldu-28030,,
ocd-division/country:us/state:ms/sldu:31,Mississippi State Senate district 31,sldu-28031,,
ocd-division/country:us/state:ms/sldu:32,Mississippi State Senate district 32,sldu-28032,,
ocd-division/country:us/state:ms/sldu:33,Mississippi State Senate district 33,sldu-28033,,
ocd-division/country:us/state:ms/sldu:34,Mississippi State Senate district 34,sldu-28034,,
ocd-division/country:us/state:ms/sldu:35,Mississippi State Senate district 35,sldu-28035,,
ocd-division/country:us/state:ms/sldu:36,Mississippi State Senate district 36,sldu-28036,,
ocd-division/country:us/state:ms/sldu:37,Mississippi State Senate district 37,sldu-28037,,
ocd-division/country:us/state:ms/sldu:38,Mississippi State Senate district 38,sldu-28038,,
ocd-division/country:us/state:ms/sldu:39,Mississippi State Senate district 39,sldu-28039,,
ocd-division/country:us/state:ms/sldu:40,Mississippi State Senate district 40,sldu-28040,,
ocd-division/country:us/state:ms/sldu:41,Mississippi State Senate district 41,sldu-28041,,
ocd-division/country:us/state:ms/sldu:42,Mississippi State Senate district 42,sldu-28042,,
ocd-division/country:us/state:ms/sldu:43,Mississippi State Senate district 43,sldu-28043,,
ocd-division/country:us/state:ms/sldu:44,Mississippi State Senate district 44,sldu-28044,,
ocd-division/country:us/state:ms/sldu:45,Mississippi State Senate district 45,sldu-28045,,
ocd-division/country:us/state:ms/sldu:46,Mississippi State Senate district 46,sldu-28046,,
ocd-division/country:us/state:ms/sldu:47,Mississippi State Senate district 47,sldu-28047,,
ocd-division/country:us/state:ms/sldu:48,Mississippi State Senate district 48,sldu-28048,,
ocd-division/country:us/state:ms/sldu:49,Mississippi State Senate district 49,sldu-28049,,
ocd-division/country:us/state:ms/sldu:50,Mississippi State Senate district 50,sldu-28050,,
ocd-division/country:us/state:ms/sldu:51,Mississippi State Senate district 51,sldu-28051,,
ocd-division/country:us/state:ms/sldu:52,Mississippi State Senate district 52,sldu-28052,,
ocd-division/country:us/state:mo/sldu:1,Missouri State Senate district 1,sldu-29001,,
ocd-division/country:us/state:mo/sldu:2,Missouri State Senate district 2,sldu-29002,,
ocd-division/country:us/state:mo/sldu:3,Missouri State Senate district 3,sldu-29003,,
ocd-division/country:us/state:mo/sldu:4,Missouri State Senate district 4,sldu-29004,,
ocd-division/country:us/state:mo/sldu:5,Missouri State Senate district 5,sldu-29005,,
ocd-division/country:us/state:mo/sldu:6,Missouri State Senate district 6,sldu-29006,,
ocd-division/country:us/state:mo/sldu:7,Missouri State Senate district 7,sldu-29007,,
ocd-division/country:us/state:mo/sldu:8,Missouri State Senate district 8,sldu-29008,,
ocd-division/country:us/state:mo/sldu:9,Missouri State Senate district 9,sldu-29009,,
ocd-division/country:us/state:mo/sldu:10,Missouri State Senate district 10,sldu-29010,,
ocd-division/country:us/state:mo/sldu:11,Missouri State Senate district 11,sldu-29011,,
ocd-division/country:us/state:mo/sldu:12,Missouri State Senate district 12,sldu-29012,,
ocd-division/country:us/state:mo/sldu:13,Missouri State Senate district 13,sldu-29013,,
ocd-division/country:us/state:mo/sldu:14,Missouri State Senate district 14,sldu-29014,,
ocd-division/country:us/state:mo/sldu:15,Missouri State Senate district 15,sldu-29015,,
ocd-division/country:us/state:mo/sldu:16,Missouri State Senate district 16,sldu-29016,,
ocd-division/country:us/state:mo/sldu:17,Missouri State Senate district 17,sldu-29017,,
ocd-division/country:us/state:mo/sldu:18,Missouri State Senate district 18,sldu-29018,,
ocd-division/country:us/state:mo/sldu:19,Missouri State Senate district 19,sldu-29019,,
ocd-division/country:us/state:mo/sldu:20,Missouri State Senate district 20,sldu-29020,,
ocd-division/country:us/state:mo/sldu:21,Missouri State Senate district 21,sldu-29021,,
ocd-division/country:us/state:mo/sldu:22,Missouri State Senate district 22,sldu-29022,,
ocd-division/country:us/state:mo/sldu:23,Missouri State Senate district 23,sldu-29023,,
ocd-division/country:us/state:mo/sldu:24,Missouri State Senate district 24,sldu-29024,,
ocd-division/country:us/state:mo/sldu:25,Missouri State Senate district 25,sldu-29025,,
ocd-division/country:us/state:mo/sldu:26,Missouri State Senate district 26,sldu-29026,,
ocd-division/country:us/state:mo/sldu:27,Missouri State Senate district 27,sldu-29027,,
ocd-division/country:us/state:mo/sldu:28,Missouri State Senate district 28,sldu-29028,,
ocd-division/country:us/state:mo/sldu:29,Missouri State Senate district 29,sldu-29029,,
ocd-division/country:us/state:mo/sldu:30,Missouri State Senate district 30,sldu-29030,,
ocd-division/country:us/state:mo/sldu:31,Missouri State Senate district 31,sldu-29031,,
ocd-division/country:us/state:mo/sldu:32,Missouri State Senate district 32,sldu-29032,,
ocd-division/country:us/state:mo/sldu:33,Missouri State Senate district 33,sldu-29033,,
ocd-division/country:us/state:mo/sldu:34,Missouri State Senate district 34,sldu-29034,,
ocd-division/country:us/state:mt/sldu:1,Montana State Senate district 1,sldu-30001,,
ocd-division/country:us/state:mt/sldu:2,Montana State Senate district 2,sldu-30002,,
ocd-division/country:us/state:mt/sldu:3,Montana State Senate district 3,sldu-30003,,
ocd-division/country:us/state:mt/sldu:4,Montana State Senate district 4,sldu-30004,,
ocd-division/country:us/state:mt/sldu:5,Montana State Senate district 5,sldu-30005,,
ocd-division/country:us/state:mt/sldu:6,Montana State Senate district 6,sldu-30006,,
ocd-division/country:us/state:mt/sldu:7,Montana State Senate district 7,sldu-30007,,
ocd-division/country:us/state:mt/sldu:8,Montana State Senate district 8,sldu-30008,,
ocd-division/country:us/state:mt/sldu:9,Montana State Senate district 9,sldu-30009,,
